S,compulsoryS,female,xpr,xpr2,lnearn
11,11,1,18.0041,324.1478,4.747308
12,10,1,5.766809,33.25608,10.03707
16,11,0,14.7656,218.0231,8.442476
11,10,0,2.131891,4.54496,9.046268
10,10,1,25.07097,628.5536,5.437959
10,10,0,24.97991,623.996,6.981761
11,11,0,23.02931,530.3489,5.4666
16,10,1,10.18265,103.6863,10.41682
15,11,0,26.52718,703.6912,5.061395
11,11,0,31.95641,1021.212,3.456673
13,12,1,1.477854,2.184052,10.35101
14,10,0,10.76547,115.8953,7.726261
10,9,0,7.126137,50.78183,7.95561
14,10,0,30.33614,920.2813,3.758238
10,10,1,25.14403,632.222,5.911675
16,11,0,23.824,567.5829,5.963055
11,11,1,7.33047,53.73579,10.62739
10,10,1,32.90081,1082.464,2.885641
11,11,0,4.556767,20.76413,7.702865
14,11,1,32.17956,1035.524,4.454185
11,9,1,32.81629,1076.909,3.545262
16,11,1,22.27434,496.1462,9.008368
11,11,1,23.02106,529.9691,7.181144
16,10,0,17.95938,322.5392,9.010899
12,11,0,24.77552,613.8264,5.833927
12,12,0,29.85468,891.3021,3.000025
10,12,1,10.64682,113.3548,10.42018
12,12,1,13.07775,171.0275,10.13761
17,11,1,14.94274,223.2854,9.880793
15,11,1,6.32611,40.01966,11.2389
14,10,1,15.16893,230.0966,9.563636
13,10,1,18.25264,333.1588,7.142692
11,11,1,31.14811,970.2047,2.617777
13,11,1,23.84925,568.7869,6.238989
11,9,1,8.648378,74.79445,9.478389
16,11,1,1.668932,2.785336,10.48422
17,12,1,29.72895,883.8102,4.551288
17,9,0,6.649903,44.22121,9.681245
18,10,1,18.77565,352.5249,10.53616
15,10,0,19.92214,396.8918,8.597189
11,11,1,28.52881,813.8931,6.137235
11,11,1,25.28662,639.4131,4.519122
11,11,1,16.07618,258.4437,10.23887
14,11,1,33.45857,1119.476,2.059326
11,11,1,12.30434,151.3969,9.161399
11,11,0,33.54956,1125.573,2.720827
11,11,0,16.60723,275.8001,8.48127
14,11,1,21.24422,451.3169,7.2016
11,10,1,2.593227,6.724824,11.0988
12,9,1,5.667787,32.12381,10.15473
15,9,1,25.79417,665.3391,5.451665
11,9,1,14.43247,208.2961,7.761155
17,11,0,10.70903,114.6832,7.160611
9,9,0,1.819303,3.309864,9.24728
12,12,1,13.21434,174.6187,9.92555
11,10,1,19.29975,372.4802,9.022172
10,9,0,30.839,951.0437,1.818016
11,10,0,23.95163,573.6804,5.880615
17,9,1,17.56446,308.5103,10.46909
11,10,0,14.38259,206.859,7.938427
13,12,0,2.456219,6.033014,10.83252
12,12,1,8.87162,78.70564,9.024406
16,9,0,25.89245,670.419,5.53279
11,11,1,21.23625,450.9785,7.815986
13,10,1,10.23643,104.7844,11.75095
10,12,1,15.06243,226.8768,7.508925
15,9,0,13.17485,173.5767,7.688986
11,11,0,20.57042,423.1422,5.66281
14,10,1,11.13495,123.987,11.36725
14,12,1,14.74631,217.4536,8.796157
14,11,1,27.75582,770.3857,5.271213
18,10,1,26.86552,721.7564,8.444294
12,12,1,4.324604,18.7022,9.810938
13,11,1,9.221154,85.02969,8.807846
12,12,1,29.13099,848.6149,5.539943
10,10,1,30.42539,925.7045,4.134725
10,10,1,30.5612,933.9869,1.934258
11,11,1,16.54651,273.787,8.187178
10,10,0,15.30738,234.316,7.887607
12,9,0,30.42118,925.4484,3.762727
15,11,0,18.7187,350.3897,7.370644
12,12,0,26.84759,720.793,4.594965
16,11,1,20.59377,424.1032,7.693641
17,11,1,10.61403,112.6577,10.94819
15,9,1,17.70221,313.3682,10.75979
10,9,0,10.54799,111.2601,8.622207
13,10,1,8.139772,66.2559,8.998184
18,11,0,31.33128,981.6489,2.699567
11,11,0,33.6212,1130.385,-.589491
12,12,0,13.63007,185.7789,9.679654
13,11,0,29.00702,841.4073,4.124199
13,11,0,15.75619,248.2574,9.05457
14,9,0,15.51315,240.6579,7.319288
18,12,0,1.732991,3.003258,7.808914
10,10,1,6.596302,43.5112,7.433546
15,10,0,13.34809,178.1714,8.766944
10,10,0,13.99297,195.8032,5.288166
10,10,0,1.366147,1.866357,8.990198
12,11,0,27.39107,750.2709,5.060429
12,12,1,14.95636,223.6928,6.943407
12,12,1,5.408495,29.25182,12.21468
10,10,0,24.94877,622.4412,4.109096
12,9,0,8.711135,75.88387,8.215041
17,12,1,30.73091,944.3887,4.756989
11,10,0,31.25073,976.6084,2.909746
12,10,0,3.024225,9.14594,10.04313
16,11,1,31.15859,970.8576,5.78218
11,11,1,22.43768,503.4494,6.483747
17,11,0,20.8879,436.3045,5.395895
12,10,1,29.8742,892.4677,5.835804
16,9,0,34.55188,1193.832,.0001104
17,10,1,34.94565,1221.198,2.327995
10,10,0,32.58493,1061.778,2.792421
11,11,1,6.451518,41.62208,11.60551
17,11,1,22.29352,497.0012,7.82402
12,12,1,23.70986,562.1575,8.375752
12,12,1,13.73351,188.6092,11.43545
15,12,0,29.85669,891.4219,5.644998
16,10,0,34.04444,1159.024,2.3848
16,11,0,13.40736,179.7573,6.180247
13,11,1,33.76685,1140.2,1.681782
15,10,1,20.02732,401.0937,8.425834
13,11,1,24.09138,580.3947,6.908111
11,10,0,1.471913,2.166528,8.782519
11,10,1,22.384,501.0432,7.637776
9,9,1,28.67747,822.3975,5.049449
11,9,1,6.439168,41.46289,10.31381
10,9,1,30.8168,949.675,3.084391
9,9,1,8.605,74.04604,8.344119
17,12,1,5.638094,31.7881,12.25117
15,10,0,30.90425,955.073,5.409251
17,10,1,29.9417,896.5052,4.844618
11,10,0,30.4576,927.6656,2.666697
10,10,1,33.43813,1118.109,3.007833
16,11,0,25.29605,639.8904,5.194155
16,10,1,15.40139,237.2029,8.394428
11,11,1,22.58808,510.2213,4.752803
17,11,0,22.44096,503.5968,6.31103
16,10,0,5.18719,26.90694,9.043934
14,11,1,33.53815,1124.808,2.279596
13,12,1,9.891708,97.84589,11.31176
10,10,0,16.3184,266.29,7.316908
11,9,0,20.10335,404.1447,5.546988
11,11,1,20.23912,409.6222,6.457643
11,11,0,2.753464,7.581561,11.06598
9,9,0,29.78975,887.4293,2.58348
14,10,0,32.36571,1047.539,2.180975
16,11,1,19.96687,398.676,9.438747
18,10,0,2.401884,5.769046,10.67187
17,9,0,4.127075,17.03275,8.158253
10,10,1,24.52769,601.6076,4.782073
11,11,1,30.82454,950.1521,3.674001
12,12,0,33.64245,1131.815,2.285024
11,11,1,17.12437,293.2439,5.784522
11,10,1,7.364809,54.24041,8.779052
12,12,1,34.00305,1156.208,3.190905
11,9,0,12.3974,153.6956,9.203572
11,9,0,14.15625,200.3995,6.167651
15,10,1,10.51657,110.5983,8.874104
15,10,0,18.92957,358.3286,6.064123
11,11,1,13.67935,187.1246,10.22508
17,10,1,33.78725,1141.578,3.58177
14,10,1,8.48435,71.9842,10.24763
15,11,1,2.282185,5.208366,10.98751
14,11,1,11.80723,139.4106,9.570553
18,10,0,7.368182,54.29011,9.949555
13,11,1,25.82413,666.8856,6.560473
12,12,0,14.56323,212.0878,8.503262
14,10,1,30.76666,946.5875,4.684525
16,10,0,25.35101,642.6737,5.740147
12,10,0,1.182273,1.397769,10.27287
14,10,1,19.47195,379.1569,9.316935
16,10,0,7.285933,53.08482,9.959436
17,10,0,7.630761,58.22852,8.712036
16,11,1,6.156186,37.89863,11.59815
10,11,0,2.968692,8.813134,9.302302
14,11,1,18.9782,360.1719,8.695804
13,9,0,16.77954,281.5531,5.655505
10,10,1,12.24473,149.9335,10.20209
10,10,1,2.627222,6.902293,8.266291
12,11,1,29.29804,858.3754,3.549459
12,10,0,20.26656,410.7333,6.544443
11,9,1,18.01065,324.3836,8.647859
17,10,1,34.42405,1185.015,4.994236
11,10,1,8.644214,74.72243,8.221609
16,10,0,17.8075,317.1071,4.881128
14,11,0,29.53512,872.3235,3.427556
11,10,1,14.31633,204.9574,9.128534
15,11,1,5.035469,25.35595,12.34795
16,10,0,13.89357,193.0314,6.38865
14,11,0,11.08658,122.9123,10.68513
11,11,0,1.606846,2.581954,9.067243
15,9,1,22.91393,525.048,8.390944
16,10,1,32.30178,1043.405,6.007932
13,11,1,24.27554,589.3019,6.853453
15,10,0,18.28845,334.4676,6.65814
11,11,1,7.613245,57.9615,11.02445
11,10,0,20.83274,434.0032,5.174259
18,11,0,29.05614,844.2592,5.121858
10,10,1,2.884264,8.318978,8.492989
10,9,1,11.34252,128.6527,10.23572
14,9,1,11.40608,130.0987,9.477605
16,10,0,29.2895,857.875,4.839433
15,9,0,15.57329,242.5272,7.296974
10,10,0,3.223557,10.39132,8.819459
11,9,1,6.53762,42.74047,10.91353
14,11,1,31.86823,1015.584,6.006843
11,11,0,2.001135,4.004542,8.368978
11,10,0,25.3946,644.8857,3.243804
15,11,0,4.434452,19.66437,11.20389
11,12,0,9.643505,92.99719,7.212869
12,11,0,33.41261,1116.402,.7719889
16,11,0,33.42061,1116.937,1.835095
12,9,1,12.87463,165.7561,8.705047
14,11,1,3.733602,13.93978,10.12224
11,10,1,14.53771,211.345,9.424799
12,12,0,32.93224,1084.532,2.026778
15,12,0,28.08659,788.8565,2.63043
14,10,0,29.81448,888.903,4.17504
13,11,0,15.16724,230.0452,7.387051
11,10,1,1.238728,1.534446,9.084562
14,11,1,10.75601,115.6917,11.14374
15,12,1,5.193977,26.9774,11.15109
15,11,1,18.14502,329.2417,9.755614
12,12,0,4.467353,19.95724,8.479199
16,12,1,7.352647,54.06142,12.8479
13,10,1,18.93316,358.4647,8.240109
10,10,0,1.245556,1.551409,10.68838
12,11,1,15.41379,237.5849,8.44249
12,12,1,1.370955,1.879517,8.989651
11,10,1,26.03804,677.9797,6.211453
17,10,1,31.5414,994.8599,3.825975
13,12,0,34.66767,1201.847,1.399566
10,10,0,14.45776,209.0269,6.354033
11,9,0,23.58303,556.1592,4.888338
16,11,1,9.589505,91.95861,10.46531
18,11,0,27.43202,752.5157,6.059137
12,12,0,29.12668,848.3633,3.643702
15,11,0,18.8944,356.9984,7.328013
10,10,1,6.912624,47.78437,9.858445
14,10,1,6.561385,43.05178,11.88822
18,11,1,2.583101,6.672412,12.39264
12,11,1,11.10917,123.4137,8.284231
11,11,0,2.172038,4.717747,6.26958
16,11,1,19.82434,393.0043,8.027535
14,10,0,5.08103,25.81687,8.695795
11,11,0,2.50018,6.250901,11.44681
14,11,1,25.43395,646.8857,7.396482
10,10,0,24.22057,586.636,5.019385
12,11,0,7.15957,51.25945,8.752834
14,10,1,17.96259,322.6547,9.6439
11,9,0,28.09554,789.3596,3.170814
13,10,0,29.4417,866.8137,3.371635
15,10,0,24.3996,595.3406,5.657669
17,11,1,19.2099,369.0204,9.993603
16,12,0,11.95678,142.9646,8.196959
12,12,0,2.580603,6.659513,7.299675
12,12,1,29.93736,896.2457,5.773562
13,10,1,16.18872,262.0746,7.751749
11,11,1,18.37717,337.7205,7.416873
15,10,0,33.09727,1095.429,1.529984
17,12,0,21.95108,481.8498,7.829676
15,11,0,34.41211,1184.193,1.026191
10,10,0,15.23857,232.2141,7.610884
16,10,1,7.204089,51.8989,11.21756
16,10,0,3.55534,12.64044,9.71219
12,12,1,13.83883,191.5132,9.682886
17,9,0,11.53588,133.0766,8.517434
15,10,1,20.46602,418.8579,10.12409
14,11,1,1.541911,2.37749,10.4239
11,10,1,2.858401,8.170455,10.23853
12,12,0,15.44994,238.7008,7.712896
13,10,0,28.12066,790.7715,4.962544
10,10,0,3.44719,11.88312,8.905449
16,10,0,28.36575,804.616,4.509391
11,11,0,33.57676,1127.399,.3850123
13,10,1,6.374733,40.63722,8.565587
18,10,0,25.75973,663.5637,3.223933
17,10,0,2.455243,6.028219,10.01015
12,12,0,34.94198,1220.942,.0286967
14,12,1,21.77292,474.06,7.190321
10,10,0,22.48948,505.7766,5.228505
17,11,1,31.67758,1003.469,3.314581
9,9,1,30.67303,940.8351,3.905441
12,10,1,10.97531,120.4575,10.91059
12,11,0,12.4617,155.294,8.505803
17,10,1,16.4852,271.7617,9.094596
15,11,1,27.26553,743.409,5.497809
14,9,0,22.94856,526.6365,6.077089
17,12,0,19.92636,397.0596,7.51868
17,10,0,9.964903,99.29929,8.615528
15,12,0,30.83429,950.7534,1.950511
17,11,0,18.51385,342.7625,7.275781
14,10,0,22.2165,493.5727,8.707249
15,11,0,17.26259,297.9972,8.534895
15,10,0,14.47745,209.5965,5.052211
9,10,1,24.98912,624.4562,3.010545
12,12,0,33.54583,1125.323,-.7351109
17,10,1,13.35619,178.3878,9.988606
10,10,1,25.06589,628.2986,6.834323
17,10,1,9.923579,98.47742,9.627339
16,11,1,13.29213,176.6806,9.699681
14,10,1,26.58178,706.5912,6.064163
15,11,0,23.86514,569.5449,6.593392
14,10,1,3.226023,10.40722,10.90035
17,11,0,20.38825,415.6808,8.20366
9,10,0,11.92058,142.1002,5.763471
17,10,0,23.89583,571.0108,6.571519
15,12,0,10.5026,110.3046,8.88926
11,9,1,3.888608,15.12127,10.52881
10,10,1,14.49709,210.1656,8.476384
15,10,0,6.655285,44.29282,8.12583
15,11,1,22.48709,505.6694,8.271375
15,10,0,8.772287,76.95303,6.918294
16,11,0,23.77806,565.3959,5.115413
10,10,0,9.474819,89.7722,6.39186
11,10,0,17.79648,316.7147,7.824175
13,11,0,18.82944,354.5478,4.84416
16,11,0,13.89171,192.9796,8.227376
10,10,1,10.42799,108.7429,10.18958
15,11,0,1.906704,3.635521,10.55063
17,10,1,11.91164,141.8871,9.262351
13,9,0,28.71984,824.829,2.556117
11,11,1,29.71297,882.8604,5.039891
11,11,1,7.587753,57.57399,9.850453
18,10,1,3.60671,13.00836,13.13568
12,10,0,24.18942,585.1282,5.760135
10,9,0,19.20989,369.0197,8.725724
16,10,1,2.1427,4.591162,11.92915
12,12,0,27.5612,759.62,3.280163
17,10,1,17.87972,319.6845,8.821342
17,11,0,11.64182,135.5319,9.103121
11,11,0,20.2846,411.4648,5.322347
10,10,1,20.84704,434.5992,7.91246
11,11,0,21.91302,480.1807,6.90087
10,10,0,10.13491,102.7165,10.27609
18,9,1,9.414567,88.63407,12.13557
15,10,1,17.68654,312.8138,7.632486
12,10,1,13.06498,170.6937,10.1009
16,11,0,15.40216,237.2267,8.059469
10,10,1,18.56447,344.6395,7.19513
12,12,1,31.17385,971.809,2.90007
15,9,1,9.124308,83.25299,10.18198
12,10,1,10.3594,107.3171,12.39004
15,12,0,15.18734,230.6554,8.452096
16,11,1,6.181727,38.21375,10.33164
13,10,0,24.31783,591.3566,5.866971
12,11,1,15.77519,248.8565,7.530798
13,11,0,10.90706,118.9639,7.496788
10,9,1,7.625436,58.14727,9.428862
10,10,0,3.291347,10.83296,9.131183
15,10,0,31.83372,1013.386,5.109931
10,9,0,6.233506,38.85659,5.312556
10,10,1,2.073642,4.299989,10.01168
12,9,0,2.326257,5.411473,6.731998
12,12,1,24.78066,614.0811,5.807419
12,11,0,14.08302,198.3316,5.476524
9,9,0,15.69253,246.2554,7.203013
12,12,0,8.711808,75.8956,7.849652
16,10,1,19.91333,396.5408,8.91706
10,10,0,13.30429,177.0041,7.627729
15,9,0,31.8395,1013.754,3.816987
11,11,0,25.47025,648.7337,5.079087
14,11,0,34.70093,1204.155,1.122832
15,10,0,14.95637,223.6931,8.259004
10,9,0,9.643147,92.99027,9.240356
18,10,1,26.43629,698.8774,8.162946
13,9,0,30.39089,923.606,3.097743
15,10,1,24.00721,576.346,6.301802
16,10,0,26.95806,726.7371,3.269925
12,12,1,5.725127,32.77708,11.48906
11,11,0,7.283069,53.04309,8.493121
13,10,1,34.24072,1172.427,1.551043
11,11,1,16.79231,281.9816,5.278115
12,12,0,10.19004,103.8369,7.526196
10,9,0,20.98193,440.2414,5.64608
12,10,0,8.641711,74.67918,9.947016
15,11,0,9.870508,97.42693,8.69117
17,10,1,20.48203,419.5135,8.90993
17,11,1,22.37163,500.4899,8.978838
11,11,1,22.49945,506.2251,8.182227
11,10,0,20.22632,409.1042,6.725241
15,10,0,22.09867,488.3512,5.934926
12,9,0,11.63802,135.4435,6.86761
8,10,1,5.168135,26.70962,10.32673
15,12,1,26.16632,684.6765,6.254382
10,10,0,11.18601,125.1267,8.187757
12,9,0,16.22724,263.3233,8.204353
14,11,0,27.40558,751.066,3.459735
12,12,1,9.252962,85.61731,10.3788
17,12,1,26.17765,685.2695,8.129808
11,9,0,2.148026,4.614015,10.33099
14,10,0,13.99944,195.9844,7.415967
11,11,1,8.514333,72.49387,10.43045
16,10,0,6.479437,41.98311,10.30221
12,12,0,1.092861,1.194345,7.782722
13,12,1,9.886709,97.74702,11.73907
14,9,1,10.06978,101.4004,10.72967
12,9,1,5.051188,25.5145,9.406157
14,10,0,27.92517,779.8149,2.621094
13,12,0,12.93939,167.4279,8.600379
14,12,0,15.96307,254.8197,7.40418
9,10,1,31.45663,989.5197,3.555818
12,11,0,10.90091,118.8299,7.961995
15,12,1,27.66112,765.1373,2.755681
11,11,0,11.29708,127.624,8.604885
12,10,0,1.596364,2.548379,7.970259
11,11,0,28.38107,805.4854,4.392279
11,11,0,33.71302,1136.568,2.172704
13,10,1,19.12774,365.8705,8.47788
15,12,0,34.22945,1171.655,2.190722
12,11,1,15.55085,241.8291,8.275702
11,11,0,7.99005,63.8409,10.31449
14,11,0,31.1939,973.0596,1.155498
11,9,1,5.113014,26.14291,9.894531
15,11,1,24.1456,583.0098,7.799264
12,12,1,34.14829,1166.106,1.790173
11,11,1,28.39351,806.1916,4.325822
13,10,1,2.995028,8.970191,11.32725
10,10,0,12.99624,168.9023,7.367451
11,11,0,6.684905,44.68795,9.120746
17,10,1,16.99652,288.8817,9.161225
15,11,0,14.04762,197.3355,10.07057
13,9,0,7.032686,49.45868,9.115935
17,11,0,34.01395,1156.949,2.856603
11,11,0,31.35431,983.0926,2.253588
14,10,0,3.806133,14.48665,9.666045
10,10,1,12.49049,156.0124,9.997579
14,11,1,20.03641,401.4576,10.29136
10,10,0,4.800144,23.04138,10.21569
10,10,0,17.80985,317.1909,8.666732
10,10,1,3.693051,13.63863,8.638753
12,11,0,5.075088,25.75652,6.177246
17,12,0,18.16846,330.093,8.275193
16,10,0,2.444663,5.976376,9.275688
15,12,1,28.05634,787.1582,6.482289
15,11,0,21.24156,451.2039,6.571943
14,10,0,21.01677,441.7045,7.517829
10,10,1,22.18015,491.9591,6.703235
10,10,1,31.86679,1015.492,4.811258
14,9,1,26.43564,698.8431,5.73219
10,10,1,20.90868,437.1731,7.352582
9,9,0,33.08612,1094.692,1.447098
13,11,0,2.582682,6.670247,9.83013
13,10,0,26.67647,711.634,6.207594
10,9,1,18.50704,342.5104,9.132584
12,12,1,28.69223,823.2441,3.00414
14,9,1,31.91757,1018.731,5.061945
11,11,1,8.481874,71.94219,9.669879
17,11,1,27.5314,757.9781,7.723828
13,10,1,10.80593,116.7682,8.733422
14,10,1,31.35513,983.1445,4.658144
10,12,0,17.91305,320.8775,4.865219
13,12,0,24.53484,601.9586,5.788002
14,11,0,27.14869,737.0515,4.658806
10,10,0,8.624052,74.37428,8.853532
14,9,0,19.55958,382.5772,5.325511
13,12,0,10.54767,111.2534,7.520225
18,10,1,26.76048,716.123,7.870163
18,11,0,30.65208,939.55,5.442185
14,11,1,8.736192,76.32104,10.69174
10,10,1,29.30925,859.0319,2.183962
11,11,0,20.60308,424.4868,8.14819
11,11,0,28.14068,791.8978,4.927486
13,10,1,31.25223,976.7018,3.781393
10,11,1,28.02255,785.2631,6.330307
12,12,0,14.85292,220.6092,8.091689
9,10,1,3.230853,10.43841,8.778318
10,10,0,21.72914,472.1555,4.754547
10,9,1,10.06562,101.3168,10.17461
12,12,0,31.44427,988.7423,-1.446678
11,10,0,21.92685,480.7869,3.485423
13,12,1,31.7254,1006.501,7.310389
18,10,1,11.40688,130.117,9.193666
16,12,0,5.487625,30.11403,7.773494
11,9,1,24.64373,607.3136,8.481512
14,9,0,17.67253,312.3181,7.604764
17,10,1,24.62861,606.5687,9.541463
11,11,1,27.24401,742.2362,4.318352
10,11,1,17.19117,295.5364,7.563372
12,12,0,4.153428,17.25097,10.42285
13,9,0,2.198387,4.832907,9.840973
14,12,1,27.17162,738.297,4.90013
16,11,1,2.759821,7.616611,8.678901
16,12,1,16.30245,265.77,12.19086
11,9,1,3.86597,14.94572,11.35151
10,10,1,27.93069,780.1237,3.368932
10,10,1,22.9594,527.1342,5.743004
11,10,0,27.2392,741.9742,5.890848
13,11,1,6.152901,37.85819,9.529353
10,10,0,25.84041,667.7268,5.2395
13,11,0,29.35828,861.9085,3.990422
15,10,0,30.24875,914.9869,1.94044
16,11,0,21.90725,479.9274,6.944433
12,12,1,15.17069,230.1499,9.355894
13,9,0,33.37703,1114.026,.8947994
15,11,1,21.70936,471.2964,7.997446
17,9,1,20.99694,440.8714,8.131774
10,10,0,32.44675,1052.792,2.715249
17,9,0,15.33505,235.1636,8.173089
9,12,0,22.51135,506.7607,5.402512
10,10,1,15.1375,229.1438,8.95628
14,9,1,1.713844,2.93726,10.42242
16,12,1,22.78616,519.2092,6.155578
13,10,1,8.066028,65.0608,10.01703
11,11,0,17.44367,304.2816,8.879043
17,9,1,24.4356,597.0984,8.611471
11,10,1,10.26308,105.3308,8.650355
17,10,0,10.84633,117.643,7.379846
12,11,1,8.129786,66.09341,10.33575
12,11,0,15.21187,231.401,7.377676
13,10,0,9.493406,90.12476,9.760616
11,11,1,8.158618,66.56305,10.31142
14,10,0,3.622489,13.12243,9.070166
11,10,0,4.137792,17.12132,9.953492
14,10,0,6.079751,36.96337,9.388124
9,10,1,30.47045,928.4484,4.612028
10,10,0,7.361441,54.19081,8.013133
12,12,1,32.14627,1033.382,3.935605
12,11,1,20.2759,411.1121,9.391794
13,12,1,14.37475,206.6333,10.26857
12,12,1,22.80599,520.113,6.936441
16,10,0,9.171098,84.10903,9.515777
12,11,1,26.14153,683.3795,4.465195
16,11,0,18.16987,330.1443,5.587778
18,11,1,29.13504,848.8506,7.547562
16,10,1,30.93638,957.0599,5.760753
12,9,1,13.11894,172.1065,9.92191
11,11,1,1.449805,2.101936,10.09832
9,9,1,6.700314,44.89421,8.636047
15,10,1,24.38663,594.7079,4.287255
16,10,1,12.84004,164.8666,8.7373
15,11,0,20.50282,420.3658,7.193405
11,10,0,20.63645,425.8631,5.667921
11,10,0,17.55612,308.2175,7.77658
13,9,1,27.44708,753.3421,4.389178
11,11,0,11.92646,142.2405,9.822108
15,10,1,29.85547,891.349,4.868887
14,9,1,16.05503,257.7641,8.649816
14,9,0,15.55615,241.9939,7.389871
18,11,1,12.76254,162.8823,10.88218
12,12,1,8.971409,80.48618,9.576453
11,9,1,7.549399,56.99343,10.10083
13,11,1,26.67302,711.4499,6.664257
14,12,1,10.8403,117.5122,9.2672
11,10,0,2.771746,7.682574,7.528585
12,12,0,20.10442,404.1876,7.76712
12,9,1,8.281301,68.57996,8.947115
11,9,0,26.00437,676.2274,2.778039
9,11,1,21.25884,451.9384,6.838838
12,10,1,28.98992,840.4155,5.739653
14,12,1,28.22985,796.9245,3.202433
16,9,1,19.18618,368.1094,9.015558
16,9,1,4.869527,23.71229,11.12569
11,11,1,27.11304,735.117,5.598764
10,10,1,16.68861,278.5097,8.330171
16,11,0,25.701,660.5413,6.461831
11,10,0,13.65481,186.4538,6.96492
16,10,1,11.36576,129.1805,10.36625
15,10,0,6.36241,40.48026,8.883191
14,9,1,26.78417,717.3917,7.137363
18,9,1,31.95337,1021.018,5.373497
11,11,0,9.143054,83.59544,9.208269
15,10,0,7.454743,55.57319,10.37133
10,10,0,26.73533,714.778,4.313155
13,9,1,15.53365,241.2944,10.347
14,10,1,27.24849,742.4802,6.906464
12,12,1,15.47741,239.5501,8.917008
14,11,1,32.22684,1038.569,3.386581
16,10,0,1.174562,1.379597,10.14746
16,11,0,15.62556,244.1581,9.794002
18,10,1,22.12766,489.6335,9.511189
18,9,1,23.10356,533.7747,8.249495
13,11,0,4.853927,23.56061,8.811951
15,11,0,32.78387,1074.782,2.849537
12,10,1,22.91543,525.1169,9.581993
11,10,1,4.065252,16.52627,9.3048
12,11,1,12.09606,146.3148,12.36708
14,11,1,2.865942,8.213621,8.991717
13,9,1,33.22593,1103.962,4.267776
15,10,1,23.16515,536.6243,5.049825
10,10,1,19.49016,379.8662,7.947389
15,11,1,31.91814,1018.768,3.851312
12,9,0,26.16379,684.5439,5.82478
11,11,1,30.47913,928.9771,4.520216
16,11,1,28.65679,821.2117,3.763453
13,12,0,3.918358,15.35353,6.919361
11,11,1,10.7822,116.2558,7.053541
18,9,1,14.59819,213.1072,10.90889
12,12,0,12.9384,167.4021,8.364646
10,10,0,14.86833,221.0671,7.452225
10,10,0,14.22235,202.2752,6.584769
18,11,0,1.858148,3.452713,10.33288
13,10,0,14.7278,216.908,6.779806
14,11,0,4.965003,24.65125,8.241292
12,9,1,9.335761,87.15643,9.123698
10,10,0,10.30167,106.1244,8.845283
14,11,1,25.11917,630.9728,5.993266
15,10,1,20.42127,417.0281,8.769152
16,12,1,13.78779,190.1032,9.402476
10,10,1,24.58862,604.6002,5.497049
14,9,1,15.34303,235.4087,8.659383
12,12,0,4.002688,16.02151,10.55126
12,12,1,22.63992,512.566,6.242395
12,12,1,5.287009,27.95247,9.496316
12,11,0,25.16335,633.194,5.464406
17,11,1,3.009493,9.057046,9.285469
12,9,1,26.50575,702.555,6.357728
13,11,1,25.85712,668.5908,7.447045
11,11,1,29.48477,869.3514,2.177859
12,12,0,30.28626,917.2574,5.5535
13,11,1,3.912308,15.30616,11.733
13,11,1,27.02037,730.1006,5.424709
14,10,1,27.2178,740.8087,6.663505
14,12,0,13.40294,179.6389,8.898705
9,9,1,2.781245,7.735324,7.563138
15,12,0,8.163268,66.63895,9.514658
17,11,0,24.22341,586.7737,7.480253
10,11,0,30.1153,906.9315,2.309018
17,11,1,22.78403,519.1121,7.591366
13,10,1,25.83007,667.1927,6.525218
17,11,1,4.9978,24.978,13.11502
12,10,0,24.03543,577.7018,8.443333
11,11,1,30.37153,922.4297,4.93327
11,10,0,27.08089,733.3745,4.710865
17,10,0,19.00965,361.3668,8.059631
12,10,0,17.72973,314.3432,7.102153
11,11,1,12.38432,153.3713,9.070127
12,12,1,16.29776,265.6171,8.038944
10,10,0,22.4137,502.3741,3.51114
12,9,1,3.218866,10.3611,11.26182
15,11,0,26.80319,718.4112,5.223336
16,12,1,25.89516,670.5591,7.417289
13,11,0,23.04393,531.0228,6.53073
11,11,0,14.98912,224.6738,8.485153
16,9,0,26.4951,701.9902,5.092041
12,12,0,8.230688,67.74422,9.457806
18,9,1,31.33154,981.6656,4.416724
18,11,1,14.97447,224.2349,10.35582
10,9,1,22.20188,492.9233,6.266922
11,11,0,9.246692,85.5013,10.72523
14,11,0,26.65976,710.7426,5.15697
12,12,1,33.97821,1154.519,5.218108
11,11,0,4.615247,21.3005,8.419375
12,10,1,17.11856,293.0453,6.375344
12,10,1,20.37405,415.1018,7.357203
15,11,0,34.31289,1177.374,1.577775
15,9,0,24.90554,620.2861,4.944341
12,12,0,8.767647,76.87163,8.83522
18,11,1,20.894,436.5593,9.218822
11,11,1,22.31634,498.0192,7.109913
13,11,1,26.43857,698.9979,5.524967
10,10,0,6.483668,42.03795,6.188128
14,11,0,23.97412,574.7585,6.152257
12,12,0,28.86757,833.3364,5.513217
15,11,0,7.68038,58.98824,9.643058
12,11,1,26.57883,706.4341,3.381928
12,12,1,20.32668,413.174,6.421798
10,9,0,33.37912,1114.166,.1814008
11,11,0,15.20652,231.2384,6.897076
16,10,1,24.62848,606.5623,8.431034
18,10,0,27.0199,730.075,5.387
14,10,1,2.028367,4.114272,9.484425
13,12,1,4.552342,20.72382,13.30834
15,10,0,23.5681,555.4551,5.779659
11,10,0,16.4023,269.0355,7.994261
15,11,1,1.175498,1.381796,12.62536
13,9,0,2.676389,7.163055,9.584337
